ID,outText,outMA,source,PDF,Authors,Author Full Names,Article Title,ID2,Year,studytype,design,datayear,protection type,MPAname,MPAage,Age,MPAcreation,MPAprotection,FPAsize,MPAsize,Size,enforcement,governance,country,climate,continent,ocean,ecosystem,subgroup,socioeco,taxon,species,target,predator,fishery,inMPA,stakeholder,mechanism,indicator,DataOrigin,direction,quantitative,unit,errortype,BeforeMPAvalue,BeforeMPAsample,BeforeMPAerror,BeforeMPA_SD,BeforeControlvalue,BeforeControlsample,BeforeControlerror,BeforeControl_SD,AfterMPAvalue,AfterMPA_samplesize,AfterMPAerror,AfterMPA_SD,AfterControlvalue,AfterControl_samplesize,AfterControlerror,AfterControl_SD,ei,vei,comment
12,in,in,WoS,yes,"Murie, Kindall A.; Bourdeau, Paul E.","Murie, Kindall A.; Bourdeau, Paul E.",Fragmented kelp forest canopies retain their ability to alter local seawater chemistry,127,2020,field,CI,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,Portuguese Beach,mitigation,algae,NA,NA,NA,NA,,NA,pH,pH,Figure 1 (b),neutral,yes,delta pH unit,CI,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,0.081355932,0.08547322,
12,in,in,WoS,yes,"Murie, Kindall A.; Bourdeau, Paul E.","Murie, Kindall A.; Bourdeau, Paul E.",Fragmented kelp forest canopies retain their ability to alter local seawater chemistry,127,2020,field,CI,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,Trinidad Harbor,mitigation,algae,NA,NA,NA,NA,,NA,pH,pH,Figure 1 (b),neutral,yes,delta pH unit,CI,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,0.084745763,0.080349313,
22,in,out,WoS,yes,"Pfister, Catherine A.; Altabet, Mark A.; Weigel, Brooke L.","Pfister, Catherine A.; Altabet, Mark A.; Weigel, Brooke L.","Kelp beds and their local effects on seawater chemistry, productivity, and microbial communities",128,2019,field,CI,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,temperate,North America,North Pacific Ocean,macroalgae,NA,mitigation,algae,NA,NA,NA,NA,,NA,pH,pH,text ,positive,no,pH unit,NA,,,,,,,,,,,,,,,,,,,no error associated to the values
26,in,out,WoS,yes,"Hoshijima, Umihiko; Hofmann, Gretchen E.","Hoshijima, Umihiko; Hofmann, Gretchen E.","Variability of Seawater Chemistry in a Kelp Forest Environment Is Linked to in situ Transgenerational Effects in the Purple Sea Urchin, Strongylocentrotus purpuratus",129,2019,field,CI,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,NA,mitigation,algae,Macrocystis pyrifera,NA,NA,NA,,NA,pH,pH,text ,ambiguous,no,pH unit,NA,,,,,,,,,,,,,,,,,,,values are in a boxplot
53,in,in,WoS,yes,"Kapsenberg, Lydia; Hofmann, Gretchen E.","Kapsenberg, Lydia; Hofmann, Gretchen E.","Ocean pH time-series and drivers of variability along the northern Channel Islands, California, USA",130,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,NA,mitigation,algae,NA,NA,NA,NA,,NA,pH,pH,text ,neutral,yes,pH unit,SD,,,,,,,,,8.01,12,0.04,0.04,8.05,12,0.05,0.05,-0.04,4.10E-03,
53,in,in,WoS,yes,"Kapsenberg, Lydia; Hofmann, Gretchen E.","Kapsenberg, Lydia; Hofmann, Gretchen E.","Ocean pH time-series and drivers of variability along the northern Channel Islands, California, USA",130,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,seagrass,NA,mitigation,seagrass,Zostera pacifica,NA,NA,NA,,NA,pH,pH,text ,neutral,yes,pH unit,SD,,,,,,,,,8,12,0.06,0.06,8.05,12,0.05,0.05,-0.05,6.10E-03,
75,in,in,WoS,yes,"Hofmann, Gretchen E.; Smith, Jennifer E.; Johnson, Kenneth S.; Send, Uwe; Levin, Lisa A.; Micheli, Fiorenza; Paytan, Adina; Price, Nichole N.; Peterson, Brittany; Takeshita, Yuichiro; Matson, Paul G.; Crook, Elizabeth Derse; Kroeker, Kristy J.; Gambi, Maria Cristina; Rivest, Emily B.; Frieder, Christina A.; Yu, Pauline C.; Martz, Todd R.","Hofmann, Gretchen E.; Smith, Jennifer E.; Johnson, Kenneth S.; Send, Uwe; Levin, Lisa A.; Micheli, Fiorenza; Paytan, Adina; Price, Nichole N.; Peterson, Brittany; Takeshita, Yuichiro; Matson, Paul G.; Crook, Elizabeth Derse; Kroeker, Kristy J.; Gambi, Maria Cristina; Rivest, Emily B.; Frieder, Christina A.; Yu, Pauline C.; Martz, Todd R.",High-Frequency Dynamics of Ocean pH: A Multi-Ecosystem Comparison,131,2011,field,CI,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,NA,mitigation,algae,NA,NA,NA,NA,,NA,pH,pH,Table 2,neutral,yes,pH unit,SD,,,,,,,,,8.028,55,0.0035425,0.059518905,8.074,30,0.004,0.004,-0.046,3.56E-03,
33,in,out,WoS,yes,"Bracken, Matthew E. S.; Silbiger, Nyssa J.; Bernatchez, Genevieve; Sorte, Cascade J. B.","Bracken, Matthew E. S.; Silbiger, Nyssa J.; Bernatchez, Genevieve; Sorte, Cascade J. B.",Primary producers may ameliorate impacts of daytime CO2 addition in a coastal marine ecosystem,132,2018,field,CI,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,subtropical,North America,North Pacific Ocean,macroalgae,NA,mitigation,mix,mix,NA,NA,NA,,NA,pH,pH,text,positive,no,pH unit,NA,,,,,,,,,,,,,,,,,,,no usable data
2,in,in,WoS,yes,"Maggioni, Federica; Pujo-Pay, Mireille; Aucan, Jerome; Cerrano, Carlo; Calcinai, Barbara; Payri, Claude; Benzoni, Francesca; Letourneur, Yves; Rodolfo-Metalpa, Riccardo","Maggioni, Federica; Pujo-Pay, Mireille; Aucan, Jerome; Cerrano, Carlo; Calcinai, Barbara; Payri, Claude; Benzoni, Francesca; Letourneur, Yves; Rodolfo-Metalpa, Riccardo",The Bourake semi-enclosed lagoon (New Caledonia) - a natural laboratory to study the lifelong adaptation of a coral reef ecosystem to extreme environmental conditions,133,2021,field,CI,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,France,tropical,Oceania,South Pacific Ocean,mangrove,NA,mitigation,mangrove,"Avicennia marina, Rhizophora stylosa",NA,NA,NA,,NA,pH,pH,3 Results 3.1 Variability in physical environmental parameters,neutral,yes,pH unit,SE,,,,,,,,,7.735,103,1.3273,1.152085066,7.95,94,0.124,0.352136337,-0.215,1.45E+00,large variance because high pH variability in the mangrove lagoon
6,in,in,WoS,yes,"Garcia-Troche, Erick M.; Morell, Julio M.; Melendez, Melissa; Salisbury, Joseph E.","Garcia-Troche, Erick M.; Morell, Julio M.; Melendez, Melissa; Salisbury, Joseph E.","Carbonate chemistry seasonality in a tropical mangrove lagoon in La Parguera, Puerto Rico",134,2021,field,CI,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United States,tropical,Central America,North Atlantic Ocean,mangrove,NA,mitigation,mangrove,Rhizophora mangle,NA,NA,NA,,NA,pH,pH,Table 1,neutral,yes,pH unit,SD,,,,,,,,,7.87,64,0.09,0.09,7.99,96,0.07,0.07,-0.12,1.30E-02,"SE control, BB mangrove"
55,in,in,WoS,yes,"Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.","Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.",Mangrove and Seagrass Beds Provide Different Biogeochemical Services for Corals Threatened by Climate Change,135,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Seychelles,tropical,Africa,Indian Ocean,mangrove,NA,mitigation,mangrove,"Rhizophora mucronata, Lumnitzera racemose, Brugueira gymnorhiza, and Avicennia marina",NA,NA,NA,,NA,pH,pH,Tabe 1,neutral,yes,pH unit,SE,,,,,,,,,8.004,40,0.01,0.063245553,8.122,40,0.01,0.063245553,-0.118,8.00E-03,control is the associated outer-reef
55,in,in,WoS,yes,"Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.","Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.",Mangrove and Seagrass Beds Provide Different Biogeochemical Services for Corals Threatened by Climate Change,135,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Indonesia,tropical,Asia,Pacific Ocean,mangrove,NA,mitigation,mangrove,Rhizophora stylosa,NA,NA,NA,,NA,pH,pH,Tabe 1,neutral,yes,pH unit,SE,,,,,,,,,8.056,40,0.03,0.18973666,8.121,40,0.01,0.063245553,-0.065,4.00E-02,control is the associated outer-reef
55,in,in,WoS,yes,"Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.","Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.",Mangrove and Seagrass Beds Provide Different Biogeochemical Services for Corals Threatened by Climate Change,135,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Seychelles,tropical,Africa,Indian Ocean,seagrass,NA,mitigation,seagrass,Thalassia hemprichii,NA,NA,NA,,NA,pH,pH,Tabe 1,neutral,yes,pH unit,SE,,,,,,,,,8.155,40,0.01,0.063245553,8.122,40,0.01,0.063245553,0.033,8.00E-03,control is the associated outer-reef
55,in,in,WoS,yes,"Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.","Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.",Mangrove and Seagrass Beds Provide Different Biogeochemical Services for Corals Threatened by Climate Change,135,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Indonesia,tropical,Asia,Pacific Ocean,seagrass,NA,mitigation,seagrass,Thalassia hemprichii,NA,NA,NA,,NA,pH,pH,Tabe 1,neutral,yes,pH unit,SE,,,,,,,,,8.139,40,0.02,0.126491106,8.121,40,0.01,0.063245553,0.018,2.00E-02,control is the associated outer-reef
55,in,in,WoS,yes,"Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.","Camp, Emma F.; Suggett, David J.; Gendron, Gilberte; Jompa, Jamaluddin; Manfrino, Carrie; Smith, David J.",Mangrove and Seagrass Beds Provide Different Biogeochemical Services for Corals Threatened by Climate Change,135,2016,field,CI,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Cayman Islands,tropical,Central America,Atlantic Ocean,seagrass,NA,mitigation,seagrass,"Thalassia testudinum, Syringodium filiforme",NA,NA,NA,,NA,pH,pH,Tabe 1,neutral,yes,pH unit,SE,,,,,,,,,8.14,40,0.02,0.126491106,8.123,40,0.01,0.063245553,0.017,2.00E-02,control is the associated outer-reef
77,in,in,WoS,yes,"Zablocki, John A.; Andersson, Andreas J.; Bates, Nicholas R.","Zablocki, John A.; Andersson, Andreas J.; Bates, Nicholas R.",Diel Aquatic CO2 System Dynamics of a Bermudian Mangrove Environment,136,2011,field,CI,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,United Kingdom,subtropical,North America,North Pacific Ocean,mangrove,NA,mitigation,mangrove,NA,NA,NA,NA,,NA,pH,pH,Figure 4,neutral,yes,pH unit,SD,,,,,,,,,7.658541459,22,0.228987504,0.228987504,8.033766234,22,0.046525998,0.046525998,-0.375224775,5.46E-02,
196,in,out,WoS,yes,"Macedo, HS; Medeiros, RP; McConney, P","Macedo, Heitor Schulz; Medeiros, Rodrigo Pereira; McConney, Patrick",Are multiple-use marine protected areas meeting fishers' proposals? Strengths and constraints in fisheries' management in Brazil,137,2019,field,perception,2017,MPA,Anhatomirim,35,old,1992,PPA,0,25,medium,NA,state,Brazil,temperate,South America,North West Atlantic,NA,,social,mix,mix,fished,mix,,,fishery,agency,governance,table 3,ambiguous,yes,% interviewees reporting positive,50% reported negative,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,offshore fishers,social,mix,mix,mix,mix,,,fishery,agency,user rights,table 5,neutral,no,overall perception of interviewees,,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,fishery,agency,user rights,table 5,negative,no,overall perception of interviewees,,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,fishery,agency,governance,table 5,negative,no,"""social institutions""",,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,coastal community,agency,governance,table 5,positive,no,"""social institutions""",,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,fishery,assets,material assets,text,negative,no,overall perception of interviewees ,,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,coastal community,flexibility,alternative livelihoods,table 5,positive,no,overall perception of interviewees,,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,inshore fishers,social,mix,mix,mix,mix,,,fishery,social organization,cohesion,text,negative,no,overall perception of interviewees,,,,,,,,,,,,,,,,,,,,
147,in,out,WoS,yes,"Chan, C; Armitage, D; Alexander, SM; Campbell, D","Chan, Cheryl; Armitage, Derek; Alexander, Steven M.; Campbell, Donovan",Examining linkages between ecosystem services and social wellbeing to improve governance for coastal conservation in Jamaica,138,2019,field,perception,2016,MPA,Bluefields bay,7,medium,2009,fully,16,16,medium,yes,co-managed,Jamaica,tropical,Central America,Caribbean Sea,coral reef,,social,invertebrates,,,,,,fishery,flexibility,alternative livelihoods,table 5,negative,no,overall perception of interviewees,,,,,,,,,,,,,,,,,,,,
156,in,out,WoS,yes,"Hogg, K; Gray, T; Noguera-Mendez, P; Semitiel-Garcia, M; Young, S","Hogg, Katie; Gray, Tim; Noguera-Mendez, Pedro; Semitiel-Garcia, Maria; Young, Sarah",Interpretations of MPA winners and losers: a case study of the Cabo De Palos- Islas Hormigas Fisheries Reserve,139,2019,field,perception,2014,MPA,Cabo de Palos,19,old,1995,highly,2.7,19,medium,no,state,Spain,temperate,Europe,Mediterranean,NA,,social,mix,mix,fished,mix,artisanal,,fishery,agency,user rights,table 3,ambiguous,no,increased territorial rights but increased prohibitions,,,,,,,,,,,,,,,,,,,,
156,in,out,WoS,yes,"Hogg, K; Gray, T; Noguera-Mendez, P; Semitiel-Garcia, M; Young, S","Hogg, Katie; Gray, Tim; Noguera-Mendez, Pedro; Semitiel-Garcia, Maria; Young, Sarah",Interpretations of MPA winners and losers: a case study of the Cabo De Palos- Islas Hormigas Fisheries Reserve,139,2019,field,perception,2014,MPA,Cabo de Palos,19,old,1995,highly,2.7,19,medium,no,state,Spain,temperate,Europe,Mediterranean,NA,,social,mix,mix,fished,mix,artisanal,,fishery,assets,income,table 3,positive,no,improved economic return,,,,,,,,,,,,,,,,,,,,
